53,040900
37,762800
47,832400
32,029200
57,468600
32,943600
49,538500
30,440100
52,205400
30,512300
54,990900
31,485800
53,020900
30,674900
51,817400
30,389600
52,283800
30,608000
52,326000
30,675600
52,572500
30,867000
53,252700
35,804600
47,457800
33,664700
51,893900
30,105300
52,715600
30,283800
52,276500
32,296200
55,641300
30,862400
50,263300
30,816900
52,279700
30,409400
52,461500
30,193800
53,604900
30,549200
52,662300
30,785300
52,692300
31,846300
50,034700
30,801200
52,789500
31,763100
51,698800
30,094400
52,393300
29,884100
51,896400
31,707500
51,960900
29,612700
52,760600
32,440900
37,615600
45,937700
29,596800
53,770800
31,795500
51,756400
30,034000
53,548800
30,578100
53,473000
32,401300
50,571100
30,625100
52,263300
29,280600
53,711000
30,234700
52,687500
29,985800
52,804700
31,845100
59,275800
29,951200
51,979100
30,217200
53,577300
32,632800
50,009300
29,761200
53,005600
30,935000
50,503500
29,297000
54,369800
30,765400
51,967800
31,418700
53,307100
30,033900
52,243900
30,842400
53,484300
29,229500
52,441600
31,238900
52,318500
29,688000
53,301900
29,912600
53,735700
30,201300
53,175700
29,489400
52,854000
33,843400
50,672000
31,900900
61,283200
29,948100
53,421300
35,577300
51,523800
30,305400
53,306200
30,546600
52,614600
29,905800
52,508500
30,445500
52,608300
31,396300
51,793700
29,666900
53,782600
30,839800
51,441700
30,005300
53,326000
29,895300
52,281800
30,823300
53,227200
61,251900
32,623000
30,101300
54,119100
29,372500
52,863000
29,525600
53,574800
30,104500
52,608100
29,296000
53,398500
32,238800
51,345100
29,193400
54,240500
29,943000
53,096900
29,914800
53,626900
28,902500
52,404800
31,547900
52,447300
29,942900
55,594700
30,304500
55,621500
30,919400
53,458500
28,793200
53,712000
30,435400
52,279800
29,321400
54,070500
29,980900
52,311400
29,448600
53,952600
29,606600
55,203400
30,280400
54,705700
29,466500
52,167400
30,805000
53,391500
29,867700
54,818000
29,405300
53,049800
29,569100
52,885700
30,040000
69,461700
33,502700
50,446000
29,605700
52,662500
30,083500
52,771900
29,631500
53,344200
30,066800
52,816600
33,266500
50,129800
29,736100
52,564500
30,144000
51,830900
30,043200
52,210500
29,909100
56,313700
31,201600
52,445100
29,044100
58,169800
32,864200
50,158100
29,614700
52,420100
30,385800
51,625800
29,737300
53,463900
30,005700
52,172000
30,936400
50,994200
29,459600
52,282400
29,920500
53,124000
29,597200
52,305900
31,271300
53,191500
31,856500
51,940300
29,621100
53,757800
29,414300
52,950200
29,505400
53,150300
29,983300
54,423100
33,053400
51,217700
30,237300
53,079700
29,436000
52,906000
30,319100
53,586500
29,960300
53,712900
31,379500
52,193800
30,192800
54,810800
29,212500
52,727500
29,690600
53,556400
30,857400
52,539000
30,498100
52,085300
30,615400
51,965700
29,745900
53,382100
30,018500
52,482500
30,775400
30,084500
55,857800
30,601700
52,963600
30,105600
53,184000
39,743800
43,766200
31,450300
55,694600
29,209700
52,776700
29,334800
53,688900
30,676400
52,913500
30,857800
54,950000
29,226900
53,900800
30,620200
53,100200
29,432600
53,118600
29,895400
56,018800
40,996100
30,788500
66,368900
30,077900
52,001400
34,917300
48,246900
30,822000
52,891200
30,256200
53,156500
29,556500
53,628200
29,755600
52,982700
30,188200
54,113200
29,557800
53,282500
30,878100
51,941200
30,072900
52,169900
29,629400
52,995900
30,956600
53,009600
37,425100
47,441000
35,769600
52,432400
30,100200
55,771900
29,199000
52,769300
29,763400
54,027300
29,782300
53,540500
31,284900
53,500300
29,381500
53,348400
30,585800
53,066800
30,053100
53,699100
29,746100
53,876400
31,963500
50,601100
30,808300
52,250000
37,520600
49,198900
31,215900
52,767800
31,209000
62,075100
30,261200
52,869200
30,079300
52,951900
29,807200
54,196200
28,738300
52,952000
29,834200
53,156900
29,971800
52,504200
29,643900
54,475000
33,343500
52,504300
30,562000
51,869300
31,967200
52,608000
30,088500
53,968300
29,302000
53,204200
33,203000
53,913100
30,375300
53,423600
30,383600
53,570200
30,036100
53,316800
29,932800
54,380500
31,195800
52,227500
30,392600
53,118300
32,229600
51,549900
30,770200
52,726800
31,233400
53,092000
29,445200
53,605600
29,509200
52,955000
32,363600
51,240900
29,990000
59,453800
43,286800
40,582500
33,671800
58,596100
29,627300
54,121000
31,981600
51,258900
30,321700
54,671800
30,001400
53,367100
29,545000
54,566800
29,303100
52,964900
30,493700
54,083200
29,423300
53,596700
29,292500
54,877800
29,765400
52,824000
29,877600
53,576600
37,520300
48,833900
30,327400
66,101300
29,662700
53,189400
29,959700
54,345000
29,842900
55,610800
34,577200
63,951300
28,703500
54,423500
30,861800
53,221700
29,869000
53,392200
29,970400
53,963400
30,500000
53,144800
30,567600
52,753300
32,217500
52,256500
28,684800
56,467300
31,643900
30,759000
49,164700
30,002900
53,400100
31,250600
53,009800
31,324100
55,288200
29,387200
52,974100
31,512800
52,973500
29,271500
52,070800
29,854300
54,832300
30,552000
51,389800
29,766200
52,849100
30,681500
52,179100
29,927800
53,304100
29,973800
52,625200
32,986000
52,979000
30,208600
53,166900
32,492800
51,426200
28,531900
52,710300
30,203000
52,615700
29,731000
52,721400
30,408500
52,835800
32,084100
53,044100
29,621000
53,851300
30,482100
52,894700
29,319200
54,380200
30,323100
53,415800
29,854700
56,028800
31,272600
60,262300
32,074900
73,982300
29,696000
52,249600
29,517500
53,193100
29,542000
54,976600
28,896800
53,475300
31,604800
51,663700
30,259300
51,988600
30,782800
53,060200
29,663800
53,839600
29,846600
53,306400
32,499700
52,258700
30,368400
52,419400
29,477900
52,844300
31,185700
52,707300
30,730400
50,990400
30,201300
53,268600
30,215700
52,683700
29,732400
53,258500
30,419000
52,251300
30,107600
52,671500
30,787700
54,155100
29,963800
52,252000
30,245700
53,200400
29,775100
53,610000
29,109900
54,231500
31,518500
51,698300
28,705500
55,668400
33,837100
32,535200
47,036600
30,033100
54,904900
29,246300
53,827000
30,244400
53,208100
30,548000
54,659300
30,337800
54,264600
30,135700
52,880800
32,554900
61,269400
30,452200
53,246000
29,401500
53,626300
30,447700
52,353700
29,836700
54,010400
30,932500
52,770000
31,840100
53,737600
29,430200
53,363200
30,534400
51,054700
29,986700
52,340000
33,627300
50,443300
31,223500
51,738000
30,549500
52,752600
33,535600
53,018400
29,376100
52,802400
36,811000
46,174200
29,467400
53,397200
30,339600
52,281200
30,224900
53,763300
29,966500
53,066200
44,482000
45,163900
29,837100
53,865500
30,249000
52,911000
30,542100
52,625700
32,981300
54,265800
29,724500
54,202300
29,615600
54,375600
30,334500
51,216800
29,813300
53,988800
30,127000
53,166400
29,951700
53,938300
29,698500
53,623300
30,759500
53,278600
29,243300
53,109600
37,729400
77,141400
30,148000
52,486800
30,943400
52,701100
31,200200
52,937100
28,959900
53,988100
32,013400
49,828200
29,632300
53,706400
30,291800
53,060600
29,800400
53,423300
29,850500
53,390800
31,324700
51,945600
30,087300
52,690900
30,331100
53,480400
34,224700
49,040900
30,241100
53,209700
30,463600
52,039800
29,528700
53,796900
29,364900
53,081600
29,200400
53,902200
29,093000
53,309800
30,992600
53,628800
29,525500
52,315500
29,555200
54,349600
30,446400
52,098100
29,633900
53,215600
31,307900
51,050100
32,356700
53,760500
45,111200
37,807000
29,909600
54,487700
28,900800
53,931000
30,321900
52,641300
29,466200
52,577800
29,581300
52,917000
31,067300
51,594200
29,612200
54,145800
31,694800
50,915900
29,987400
53,162500
29,835000
55,735600
30,036100
56,936100
28,821500
53,738500
34,085800
51,024000
31,369800
70,916800
29,338100
54,443200
29,753800
53,091100
31,345600
53,910500
33,329200
52,982600
28,647500
53,831400
30,399800
52,699100
29,436600
52,967100
30,135700
53,447500
34,653000
50,850000
29,296900
52,718100
30,342900
55,194800
29,271800
52,713200
30,370500
54,096000
29,943000
53,939000
29,352200
52,755600
30,543200
52,413800
29,426500
53,995100
30,041800
53,275300
30,360000
53,915100
29,635100
53,086200
30,571400
53,789500
29,235100
52,864200
29,280800
53,597300
32,899500
51,698800
29,920300
52,520100
31,570000
56,070000
31,639600
68,619400
29,185000
52,862900
30,765300
53,282700
30,041500
51,751200
29,895800
52,965900
31,254300
55,630500
30,205400
53,786500
30,383000
54,153000
29,149900
54,038700
31,887200
51,044200
30,239800
53,409900
30,330900
52,983600
30,710900
53,380900
43,298900
39,690600
30,284300
52,691900
30,056800
51,880400
29,082700
54,277400
32,064100
53,470100
31,205600
52,425800
30,295700
52,850000
29,710800
53,392000
30,375600
52,593200
31,274000
53,521700
29,363700
53,449500
31,935500
52,322800
29,491200
52,481200
30,445400
57,475400
41,181000
60,337100
29,800500
53,371100
34,555600
48,705500
28,809600
53,927300
29,538700
53,166700
30,083000
53,220900
29,709100
54,018500
30,991000
53,073700
29,978300
53,286100
30,215700
52,836100
30,415200
52,753400
29,846300
53,180200
29,943300
54,113400
30,046900
55,524200
33,220700
51,657800
30,055900
54,611100
29,667400
53,234000
31,820300
54,122800
29,327100
53,229300
33,516900
50,216400
28,992000
53,359100
29,989100
53,538800
29,276800
54,449800
28,885600
54,799800
32,717200
50,906400
29,643100
54,298200
32,199700
51,392100
37,441100
29,357400
49,906200
29,240700
53,600700
30,233800
53,148800
29,897200
53,274000
32,184200
51,013200
29,343400
52,576000
30,106600
52,375300
31,651200
52,626700
29,542500
52,743700
33,562300
49,627000
31,247300
52,116700
31,610500
53,842000
31,563800
67,135600
33,768900
51,008100
31,706300
52,040300
29,531300
53,654500
29,695100
54,271100
29,530000
54,198200
30,441600
53,979900
29,494700
53,320700
29,760200
52,582500
30,615100
51,983000
31,702300
54,012600
29,722600
54,130000
29,921800
54,096600
28,884100
52,806900
30,430800
53,270900
31,196600
52,322700
30,095400
54,462000
30,199900
54,392800
29,004800
53,720700
30,833300
51,885900
29,610000
53,159800
29,287800
53,472500
32,041400
54,463900
31,554700
53,616800
30,229600
53,250700
30,003200
52,678500
30,018500
54,751200
30,530800
52,494600
29,730000
55,384000
32,551600
76,589700
30,258700
52,816400
29,671300
52,255400
30,832000
54,700400
29,622100
52,908400
30,437200
52,404900
29,081800
53,019300
29,892500
53,844000
30,824700
52,291400
29,780700
52,718000
30,008900
52,913600
30,017700
52,946000
29,958500
54,872500
33,364900
60,405500
30,520900
52,658600
29,892500
52,971800
30,102700
52,642900
29,962700
53,418000
30,528300
52,570400
30,067800
53,204700
34,746100
48,111200
29,826500
52,524500
30,468300
53,121800
31,225500
52,165400
29,789200
53,325200
30,648600
52,603800
29,663300
52,713700
29,766500
54,363700
31,829000
53,257300
30,058100
53,646200
29,932000
51,404600
29,431800
52,934400
30,287100
52,583800
29,357400
54,132700
29,338500
52,683100
30,476100
53,343800
29,540200
52,515000
30,033100
53,594100
30,697500
54,719700
29,254300
53,111200
32,119200
50,891100
30,420200
54,334900
29,238900
53,147300
29,794900
53,965900
28,902200
53,645200
34,473900
50,324200
29,010000
53,763600
29,678500
54,454100
29,577500
53,072300
29,827000
53,841800
30,164600
52,876100
29,480100
53,450300
29,416800
52,584200
30,322000
53,959200
29,241400
53,286300
66,207700
50,998500
30,082900
52,835600
30,750900
51,907100
30,595400
52,479000
30,097500
53,078000
30,107300
52,051600
30,401900
53,712000
32,786700
49,577400
29,901800
53,834400
30,880200
51,866700
30,700100
53,177500
29,525700
53,479500
30,303500
53,766000
33,653800
51,118700
30,438600
52,187500
29,805700
53,030600
29,915400
52,900700
30,713800
53,208600
30,307700
53,440400
30,781100
