52,799200
29,287200
54,284600
30,889300
52,184300
33,202800
52,543200
28,946200
53,299100
29,796200
53,685900
29,829200
52,605600
30,029200
56,370100
33,345300
52,124800
30,388800
52,945100
30,148300
52,395200
29,547600
53,068000
30,235700
53,099200
30,525500
53,332500
34,626400
49,699000
33,656700
50,757300
28,986500
52,320900
30,253600
52,828700
30,444100
53,211900
29,638400
54,217400
34,311000
49,307200
30,012600
55,661900
31,117300
69,629100
29,295300
53,307100
30,586300
54,189000
30,912400
52,885700
31,098400
53,544300
29,508600
52,891700
29,243600
54,061300
30,487900
53,015700
29,950600
53,154700
29,830200
53,385000
33,181400
49,656600
29,663400
53,106000
29,210500
54,706100
29,714000
53,913900
29,597800
53,408300
31,909200
53,130000
29,446400
53,429600
29,918900
52,522700
29,617100
53,487100
29,337400
52,809100
30,641100
53,305100
29,639800
52,459000
29,931100
53,073200
30,220300
52,541400
30,529700
52,862600
34,089700
50,122600
30,869300
54,514400
31,000500
71,295200
30,128300
52,145500
29,711200
52,956400
31,099700
52,008300
28,971700
53,395700
29,734900
52,446900
29,978200
52,903600
29,696400
53,051700
30,945400
52,169700
29,638400
52,756800
30,265400
53,155700
30,142400
52,728000
29,470700
53,698300
31,378900
64,493800
31,971500
51,912000
30,789400
52,829800
29,958100
53,308500
29,816100
52,791700
30,604000
53,152000
29,714600
53,355200
32,023700
52,228200
29,917800
52,912700
30,476100
53,002400
31,834300
53,221800
29,922200
53,839200
31,906600
52,373900
31,523600
53,640500
32,051700
69,224500
30,062400
52,339700
30,246200
52,092900
31,806600
53,499400
30,174900
53,403500
29,585300
52,873400
30,497600
52,303800
30,073200
53,086200
31,679100
50,476800
30,148200
52,895700
30,783700
55,196900
30,444900
52,598400
29,431300
53,362300
31,018100
52,903900
31,460500
52,325700
29,930800
54,259000
33,218900
49,957000
29,717500
52,604100
29,645500
53,715300
30,540900
52,104100
33,096600
50,681700
31,771600
51,924000
31,232200
52,896400
29,757300
53,387900
29,916500
53,760700
29,438600
54,530400
30,542300
56,128900
30,502700
28,649700
51,714400
30,532200
51,642700
29,457600
53,190100
30,298300
51,888100
29,515100
53,868800
29,533600
54,257400
32,916300
60,696500
29,600000
52,975100
29,243700
53,316700
30,003600
51,999600
30,142300
52,741800
31,683700
52,314200
30,050500
52,575500
33,519400
51,864500
30,379700
53,317800
30,019000
52,647800
31,534600
51,438400
29,799200
53,290800
31,009200
52,403100
29,710500
53,931400
30,317500
52,902500
33,382800
49,517200
30,019800
52,845900
29,839800
53,201400
30,030100
54,262800
29,922100
52,960800
31,034300
52,608400
38,814500
43,599300
30,089400
53,164600
29,488200
53,622100
30,800600
53,082200
33,555900
50,886800
29,500500
52,422300
29,435700
52,467600
30,311400
54,208300
28,988900
53,145200
31,362600
51,905500
29,827600
53,226700
30,018400
54,363500
29,272300
53,478400
30,038300
54,024400
36,143100
50,337000
29,456400
55,214500
29,510600
52,366700
29,776800
53,089900
29,552500
54,008200
30,644900
52,583300
29,398900
53,257100
31,706200
53,659000
30,255300
53,787600
30,330500
53,515100
29,971500
53,284400
31,661100
53,272800
30,982300
52,920600
32,608800
58,158800
31,361500
51,726400
29,568400
52,936100
29,497800
53,041200
30,679000
53,668700
29,757000
52,856900
30,916000
52,214400
30,550800
52,254700
29,537200
54,019300
30,080700
52,764600
30,362000
53,407600
32,447100
51,643900
33,708400
52,835000
33,237000
50,789000
32,774500
53,285800
30,393800
53,010900
31,003000
51,238500
30,144000
52,366600
29,520500
52,520900
30,287000
52,204700
29,955200
52,589700
29,761600
53,321900
30,005700
52,886100
32,001700
50,683400
36,740700
50,755000
29,404700
53,056200
33,326200
50,947400
29,798500
52,412000
32,833300
54,222400
33,436200
49,386700
30,045200
53,156600
29,930500
52,779700
30,043100
53,466300
30,145100
56,392500
42,870900
66,383700
29,458700
52,931300
30,008700
55,712900
29,357000
52,162700
30,376200
53,418900
28,971100
52,922400
30,106300
54,056700
29,935400
54,077800
30,093900
71,890600
31,060700
52,296800
29,905000
51,756400
29,757700
53,351200
30,287200
54,127700
29,731300
76,513000
Average: 42,032169
